gene	A01	A03	A06	A07	A08	D36_SCC	D39_SCC	D42_SCC	D44_SCC	E57_SCC	
1700028D13Rik	1	0	0	0	1	0	6	6	3	2	
4930539M17Rik	0	0	0	2	0	3	0	4	3	0	
Glb1l2	101	71	132	95	55	45	10	8	15	116	
Glb1l3	13	0	6	3	1	0	3	11	6	0	
Gm11236	0	0	0	0	0	0	0	0	0	0	
Gm11237	0	0	0	0	0	0	0	0	0	0	
Gm4827	2	1	0	0	0	2	5	9	6	2	
D17H6S53E	109	12	79	44	19	16	42	57	32	20	
Efhd2	237	137	635	241	221	111	453	131	44	375	
Efhd1	21	12	34	12	16	4	3	23	12	0	
Fam206a	46	13	84	17	9	107	204	111	55	71	
Usp47	305	109	1641	316	112	87	667	105	61	329	
Eddm3b	0	0	0	0	0	9	9	9	10	0	
Zcchc13	0	0	0	0	0	0	2	9	1	2	
Zcchc12	0	0	0	1	0	5	9	23	5	0	
Krt28	0	0	3	1	0	0	5	10	9	1	
Zcchc10	12	8	71	42	0	13	36	17	22	22	
Zcchc17	33	20	142	46	8	17	85	17	3	92	
Alkbh8	14	0	88	4	3	8	64	20	13	9	
Olfr1274-ps	0	0	0	0	0	0	0	10	0	0	
Zcchc14	463	137	909	175	154	107	461	122	77	106	
Krt23	21	5	81	8	1	66	265	59	30	11	
Krt20	0	1	3	0	1	15	134	36	19	7	
1700126H18Rik	0	0	0	0	0	2	0	6	1	1	
Krt26	0	1	0	2	0	6	5	42	8	4	
Krt27	0	0	0	1	4	5	1	14	5	2	
Krt24	0	4	1	3	0	11	0	18	15	1	
Krt25	0	2	2	0	2	3	2	30	13	1	
Usp46	221	66	304	165	45	12	158	42	13	76	
Alkbh7	1	0	36	3	3	1	61	6	5	0	
Dnaja2	133	55	663	202	114	32	359	58	29	309	
Dnaja3	111	35	291	42	76	25	203	32	28	44	
Dnaja1	246	86	1391	294	157	16	260	111	49	230	
Dnaja4	95	27	383	154	42	18	164	60	32	150	
A630010A05Rik	0	0	0	0	1	10	6	25	6	1	
Gm19402	1	0	0	4	0	0	5	19	5	0	
Acer2	963	355	2493	798	297	145	367	413	188	87	
Acer3	138	25	354	160	42	80	323	55	23	162	
Acer1	23	17	30	60	15	48	36	173	80	7	
Recql	49	7	124	19	29	35	51	45	23	0	
D330045A20Rik	1	2	1	1	3	23	21	20	2	4	
Trpt1	6	2	0	23	1	18	10	30	5	43	
Alppl2	0	0	0	0	0	4	5	23	16	23	
Agbl5	71	41	50	8	3	72	104	76	50	23	
Agbl4	2	0	0	0	0	3	8	16	5	12	
Agbl3	4	5	32	1	8	19	12	40	36	21	
Agbl2	9	4	9	15	5	5	5	25	2	6	
Agbl1	0	0	1	0	1	8	8	32	10	14	
Ccser2	528	211	1226	616	315	138	351	95	57	177	
Ccser1	20	14	134	11	4	17	57	57	36	6	
Stard8	280	88	395	216	122	7	131	76	19	19	
Srp14	126	29	660	74	53	10	137	33	10	35	
Stard3	113	13	208	60	37	14	99	40	21	12	
Srp19	57	16	80	12	0	1	163	13	10	25	
Stard6	0	0	0	2	0	1	3	17	14	1	
Stard7	75	8	388	117	89	20	129	35	40	39	
Stard4	38	21	171	85	10	7	36	24	17	8	
Stard5	90	49	96	87	56	102	183	55	28	59	
AI314278	556	358	764	724	414	175	270	216	126	397	
Usp42	108	19	161	41	17	14	87	75	32	62	
1700110C19Rik	0	2	0	0	0	0	6	4	2	0	
Dock8	386	203	844	476	167	45	417	146	63	63	
Dock9	961	517	3563	846	512	112	885	141	138	314	
Dock2	364	59	543	191	84	20	216	136	58	109	
Dock3	4	0	6	2	3	17	39	45	38	25	
Dock1	385	89	1945	506	177	163	1010	162	75	855	
Dock6	551	147	1084	413	217	31	124	84	79	106	
Dock7	311	216	884	286	186	131	581	116	73	259	
Dock4	655	209	1995	561	241	26	142	81	46	84	
Dock5	244	50	610	186	101	50	151	191	102	150	
Phxr4	94	26	68	25	14	69	179	24	18	58	
Hsd17b12	96	12	242	44	26	28	75	18	8	91	
Hsd17b13	14	6	3	2	11	16	18	85	34	7	
Hsd17b10	7	17	37	7	1	0	33	14	3	7	
Hsd17b11	84	58	362	122	78	22	79	40	7	112	
Hsd17b14	0	0	2	0	0	2	16	9	6	3	
4930519H02Rik	0	0	0	0	0	2	2	6	1	0	
Cngb1	25	5	36	13	24	79	35	192	68	43	
Cngb3	0	1	0	3	0	6	5	38	10	1	
Cox20	15	20	99	2	1	1	110	7	13	30	
4930517M08Rik	0	1	0	0	0	10	1	11	8	0	
Nup214	311	116	561	329	167	138	321	126	91	259	
Nup210	96	46	117	90	63	39	50	72	29	11	
Cyp2c66	0	0	0	0	1	6	1	4	4	1	
4930448F12Rik	0	0	0	0	0	3	0	5	0	0	
Olfr1158	0	0	0	0	0	0	0	6	1	0	
Msmp	0	0	2	0	0	3	3	7	2	14	
Olfr1154	0	0	1	0	0	0	0	0	0	2	
Olfr1155	0	0	1	0	0	17	3	8	3	1	
Olfr1156	0	0	0	0	0	1	1	6	7	6	
Olfr1157	0	0	0	0	0	4	0	8	2	3	
Olfr1151	0	0	0	0	0	14	2	3	6	0	
Olfr1152	0	0	0	0	0	11	1	7	4	0	
Olfr1153	0	0	0	0	1	11	1	3	2	7	
Slc23a1	42	18	16	6	5	57	43	92	54	32	
Slc23a3	0	0	10	0	0	24	66	17	13	14	
Slc23a2	613	174	1123	472	77	31	139	100	33	38	
Mir22hg	41	17	97	2	9	26	135	13	7	1	
Msmb	0	1	0	0	0	2	0	9	5	0	
Bbx	1709	1194	1606	2112	940	168	840	309	220	795	
4930517E11Rik	0	2	0	0	1	4	1	9	8	0	
Snord17	2579	1425	2983	2217	1381	378	1907	202	143	2473	
Snord11	7	6	2	12	3	0	4	2	6	20	
Snord12	419	374	158	386	273	188	194	146	74	409	
Snord19	0	0	0	0	0	0	0	2	1	2	
Dusp19	22	0	78	54	6	29	6	12	10	4	
Dusp18	142	37	126	38	45	42	211	74	47	23	
Dusp15	1	0	5	0	0	7	2	29	16	0	
Dusp14	31	17	109	32	12	67	36	15	14	12	
Dusp16	188	97	345	131	51	109	315	101	74	152	
Dusp11	488	211	1098	298	368	153	528	109	73	410	
Dusp10	26	5	60	3	20	19	22	43	20	14	
Dusp13	0	0	0	0	0	7	0	22	7	1	
Dusp12	7	7	40	12	1	0	1	3	3	5	
Sgpl1	193	90	325	109	32	62	349	100	28	182	
Fate1	0	0	0	0	0	6	2	8	2	0	
Snord1a	0	0	0	0	0	0	0	0	0	0	
Snord1b	168	173	154	233	163	138	371	421	302	909	
Snord1c	57	104	64	91	64	71	206	221	166	456	
Slc20a2	40	2	106	41	25	41	175	45	44	59	
Slc20a1	103	26	141	22	17	15	192	57	37	125	
Cadm4	27	8	12	9	8	85	171	44	32	113	
Cadm2	5	5	0	50	12	27	9	41	35	24	
Cadm3	1	1	17	1	3	52	11	22	39	6	
Srcin1	85	47	199	78	31	39	67	95	66	18	
Cadm1	536	299	1114	586	363	29	120	53	58	177	
8430426J06Rik	0	0	28	1	0	4	2	31	9	4	
Eif3j1	0	0	1	0	0	0	0	0	0	0	
Spin2c	0	0	1	0	0	0	11	16	1	0	
Spin2d	0	6	0	0	0	28	8	35	8	13	
AA536875	169	132	86	185	84	22	35	39	29	52	
Sptbn4	1	1	1	2	1	13	32	51	38	17	
Sptbn2	8	6	17	2	2	57	325	100	59	253	
Sptbn1	8255	3273	27833	6372	3542	270	3435	575	347	902	
Nell1os	0	0	0	0	0	0	0	0	2	0	
Cldn34d	0	0	0	0	0	0	8	9	6	0	
Cldn34a	0	0	0	0	0	12	0	1	1	9	
C130050O18Rik	5	5	2	2	0	9	17	27	17	12	
Dfna5	7	0	0	0	0	3	0	17	8	2	
Hsf2bp	0	0	7	1	1	6	5	31	32	4	
Ski	939	380	1792	833	341	107	628	157	91	252	
Gm2560	0	0	1	0	1	6	3	15	5	4	
Slx4ip	18	17	23	20	10	33	20	47	33	12	
Krtap11-1	0	0	0	0	0	2	2	10	0	0	
Adig	0	0	0	0	0	9	1	8	3	0	
Hpse2	0	0	4	1	2	5	2	15	15	7	
Usp2	96	32	62	29	13	17	54	50	42	11	
C330021F23Rik	1	4	54	1	0	10	3	30	36	45	
Gm16451	0	0	0	0	0	0	0	0	0	0	
Rab22a	102	48	364	76	36	62	70	21	4	89	
Cdk2ap1	205	63	396	155	65	25	173	91	52	101	
Cdk2ap2	57	22	114	63	8	8	77	14	10	15	
Speer4cos	6	11	22	12	11	136	111	231	146	86	
Adi1	95	101	299	127	75	64	296	137	78	68	
Pcsk1n	0	7	0	0	0	10	5	22	3	6	
Pdk1	85	16	165	56	28	16	124	46	38	83	
Pdk3	47	32	142	88	9	12	172	24	14	152	
Pdk2	161	115	264	65	42	19	131	32	20	3	
Pdk4	211	216	401	318	170	93	129	44	31	121	
Grpel1	34	9	189	61	5	57	98	67	29	64	
Grpel2	103	21	236	28	31	27	255	59	45	90	
Il12rb1	13	1	29	1	7	13	15	26	28	0	
4931429I11Rik	0	11	99	2	1	17	8	46	18	6	
Il12rb2	8	1	52	5	1	40	9	25	20	4	
Prkrir	106	148	689	103	53	44	315	78	23	126	
1700021K19Rik	86	197	289	150	34	81	199	77	42	61	
Ankrd33b	490	204	792	359	160	79	176	98	40	32	
Scn5a	31	21	54	19	15	33	46	106	45	4	
Hif3a	11	2	38	15	27	42	122	110	53	33	
Pecr	4	0	5	21	16	0	6	3	6	0	
Golga1	139	67	283	72	34	62	240	53	38	125	
Golga2	191	121	909	265	88	111	439	77	62	201	
Golga3	173	94	797	197	71	12	167	107	50	306	
Golga4	422	193	1859	336	155	115	1121	207	98	559	
Golga5	90	43	260	92	50	34	105	69	47	78	
Golga7	203	147	442	168	57	171	234	91	31	326	
4930546C10Rik	2	0	4	0	0	13	4	35	29	11	
Ring1	12	10	50	34	16	7	61	43	30	30	
Vmn2r32	0	0	0	0	0	0	0	0	0	0	
Tbk1	135	73	516	165	44	1	242	32	21	81	
1700019D03Rik	0	0	0	0	2	0	0	3	4	0	
Vmn2r37	0	0	0	0	0	3	5	5	5	5	
Gm10857	19	23	7	3	5	31	11	75	33	10	
Bop1	58	29	95	48	10	13	111	49	20	27	
Vps13d	713	285	2192	426	309	177	781	240	96	380	
Soga3	0	1	1	1	2	12	8	42	22	0	
Soga1	867	564	2559	876	365	112	276	235	137	213	
Vps13b	401	174	1526	423	190	140	772	170	74	267	
Gja1	272	108	619	262	103	38	240	73	39	167	
Gja3	0	0	3	0	4	36	13	25	16	4	
Gja4	52	32	171	101	15	8	25	16	9	5	
Gja5	272	179	617	265	142	4	63	49	29	12	
Gja6	3	12	5	2	3	41	3	9	4	1	
Gja8	16	10	47	13	18	65	72	126	70	32	
Gsdmcl-ps	0	0	0	3	0	4	0	6	6	2	
Abcc8	17	0	15	2	7	31	16	70	38	15	
Abcc9	117	68	235	263	24	24	83	89	72	37	
Abcc4	137	36	202	66	56	153	412	125	77	91	
Abcc5	296	216	871	248	133	129	439	102	31	83	
Abcc6	2	0	2	8	4	26	10	52	24	6	
Abcc1	96	64	205	118	31	123	637	135	74	93	
Abcc2	2	4	6	5	3	11	13	52	19	2	
Abcc3	99	59	529	69	68	60	359	93	43	140	
A430093F15Rik	0	0	1	2	1	5	10	18	7	2	
Prpf38b	369	75	628	91	169	49	457	108	56	261	
Nudcd2	39	28	84	7	0	19	165	9	17	47	
Nudcd3	116	69	604	159	131	31	328	78	40	58	
Nudcd1	21	0	51	41	1	8	38	28	27	12	
Ift74	51	10	129	63	1	5	58	25	13	13	
Preb	172	100	284	67	15	47	100	75	53	57	
Prep	63	54	347	86	87	29	112	59	38	371	
Pex11a	2	0	14	1	1	1	17	3	3	5	
Gm10142	0	0	0	0	0	27	0	1	0	0	
Gm10147	0	0	0	0	0	0	0	0	0	0	
Ptk2b	76	28	248	97	39	39	187	57	44	33	
Higd1c	0	0	0	0	0	0	0	0	0	0	
Higd1b	19	11	66	18	7	4	10	10	8	5	
Gm8363	0	0	2	0	1	8	3	21	11	2	
Slc25a21	12	16	7	23	11	41	42	70	44	4	
2700038G22Rik	13	22	18	9	30	26	39	105	84	29	
Pex11g	0	1	0	0	0	3	3	20	8	1	
Gm11437	0	0	0	0	0	0	0	9	3	0	
Ap4m1	22	3	42	19	9	0	44	11	12	11	
Ssx2ip	90	22	310	33	15	49	153	51	22	99	
Atg9a	106	36	172	106	50	19	209	63	26	52	
Atg9b	0	0	2	5	0	99	492	65	28	118	
Blnk	40	0	8	36	8	12	143	28	13	65	
Scara5	58	3	82	4	6	27	68	52	37	15	
Ahrr	0	1	2	2	0	19	7	49	26	10	
Bhmt2	0	0	0	2	0	8	0	14	15	4	
Nt5dc2	25	6	157	22	30	14	23	21	15	18	
Nt5dc3	116	6	130	90	18	67	234	79	52	57	
Nt5dc1	45	14	110	97	42	0	219	29	5	33	
Ugt1a10	0	0	0	0	0	0	8	8	0	0	
Sbsn	5	0	6	6	0	9	59	33	20	149	
Olfr849	0	0	0	0	0	2	0	3	2	0	
Olfr845	0	0	0	0	0	1	1	5	0	1	
Olfr846	0	0	0	0	0	5	7	21	8	0	
Olfr847	0	0	3	0	0	0	4	0	9	1	
Olfr843	0	1	0	0	0	4	0	5	8	2	
9030624J02Rik	134	38	208	27	35	33	141	58	32	210	
Ltn1	133	95	431	104	91	15	112	52	43	119	
Gtf2a1	187	211	490	157	84	35	340	71	56	122	
Gtf2a2	29	40	188	19	28	4	183	16	16	50	
Isg20	85	16	146	65	53	33	80	41	29	56	
Fam64a	3	0	5	0	2	6	1	16	12	1	
4930596D02Rik	0	0	0	2	0	11	7	39	14	0	
4930412C18Rik	4	0	3	0	0	8	17	15	7	2	
Gm12169	0	0	0	0	0	3	2	13	9	0	
Dis3l	21	9	157	63	22	8	32	40	35	43	
4930470H14Rik	561	456	705	512	405	5055	2997	10141	5579	1457	
4933404G15Rik	0	0	0	0	0	0	2	9	5	3	
Gm16845	10	2	4	7	0	6	33	11	17	0	
Bhmt	2	2	6	3	6	12	10	42	21	11	
Aloxe3	1	1	2	1	0	26	9	32	28	10	
2200002J24Rik	0	0	0	0	0	0	0	3	1	1	
Masp1	3	2	74	0	2	17	10	30	17	5	
Masp2	25	11	40	5	0	4	18	46	19	2	
Naaladl1	4	0	3	0	1	12	16	33	17	0	
Fam124b	15	6	130	22	25	30	15	47	26	4	
0610031O16Rik	0	0	0	0	0	3	0	6	5	0	
Fam124a	330	63	358	143	116	67	133	85	45	107	
Daam1	404	208	1974	448	251	62	334	97	46	218	
Daam2	171	42	657	99	53	74	49	77	58	24	
Zfp52	21	6	60	24	11	14	59	29	4	58	
Zfp53	13	17	119	34	21	30	87	31	14	74	
Zfp51	4	6	103	9	5	6	35	19	14	41	
Zfp57	85	19	133	155	17	36	63	48	26	16	
Zfp54	18	0	34	8	1	15	0	17	8	5	
Zfp58	20	39	44	12	6	0	21	19	5	13	
Zfp59	37	2	51	3	2	7	55	38	27	30	
Dus1l	35	27	50	10	15	24	17	21	15	46	
Ntmt1	8	0	29	0	9	0	4	14	8	28	
Nbas	59	70	633	142	66	46	204	61	47	68	
Zyx	850	313	1022	689	194	234	471	108	73	233	
Plcd4	0	3	2	3	2	6	34	33	30	10	
Plcd3	7	14	18	9	3	25	34	65	46	53	
Plcd1	5	4	81	21	3	19	53	36	13	58	
4933416E03Rik	0	0	0	0	1	3	3	11	5	0	
Sec13	56	8	327	93	44	1	30	9	15	53	
Krr1	119	81	275	57	54	73	103	247	104	88	
Zfp330	134	91	152	31	56	1	184	40	34	97	
Vmn1r125	0	0	0	0	0	0	0	0	0	0	
Zfp334	73	17	192	9	6	52	56	45	30	19	
Zfp335	82	10	91	80	45	18	182	82	32	16	
Vmn1r124	0	0	0	0	0	0	0	2	1	0	
BC037156	0	0	2	0	0	2	0	3	1	0	
Foxe1	0	0	3	0	0	8	2	2	1	31	
Foxe3	0	0	0	2	2	13	0	4	0	3	
Gm17821	1138	1831	2625	1299	2274	15313	13886	50592	24996	8615	
Suz12	95	66	353	84	72	3	167	54	36	235	
Aicda	0	1	0	4	0	9	11	10	9	3	
Vmn1r120	0	0	0	0	0	0	0	0	2	1	
Chmp4b	182	99	734	209	46	38	345	70	33	432	
Chmp4c	7	1	64	15	11	20	74	25	2	247	
1810041L15Rik	16	12	88	16	7	41	61	126	64	24	
7630403G23Rik	0	0	0	0	5	5	5	17	1	4	
Odf3	0	2	0	0	1	28	10	18	16	6	
Odf2	118	72	355	76	29	23	261	73	45	85	
Odf1	0	1	0	0	0	1	10	17	6	0	
Tinagl1	63	69	455	45	27	20	75	32	32	82	
Odf4	0	1	2	0	0	2	11	17	16	2	
Mir1957b	0	0	0	0	0	0	0	0	0	0	
Mir1957a	0	0	0	0	0	0	0	0	0	0	
Myocd	25	2	68	7	12	40	97	70	34	50	
Trmt10a	112	102	218	243	116	31	178	77	67	84	
Gm20300	174	81	258	120	38	205	161	350	196	100	
Trmt10b	20	1	59	7	8	0	27	13	13	6	
Zranb1	63	19	154	91	36	38	119	24	10	59	
Zranb3	1	11	32	1	2	69	136	61	28	68	
Gm19277	1	0	1	0	2	1	9	5	11	0	
Gm9696	2	0	0	2	1	4	4	5	3	1	
Efr3a	231	152	641	183	86	38	255	56	24	267	
Crnkl1	66	13	309	49	26	23	50	70	37	65	
Efr3b	42	5	57	35	11	45	32	72	64	23	
Lad1	8	1	12	18	2	218	701	121	100	408	
Gsdmc4	0	0	0	0	1	0	2	2	6	0	
Gsdmc2	0	0	0	0	0	1	22	32	4	4	
Gsdmc3	0	0	0	0	0	5	3	4	9	0	
Uox	1	0	0	2	0	3	1	15	2	0	
4930474G06Rik	0	1	1	1	1	13	4	49	18	3	
Mrpl4	55	1	178	113	7	9	19	18	12	83	
Mrpl2	24	2	79	21	8	8	44	27	15	35	
Mrpl3	15	12	103	6	10	4	24	17	9	8	
Mrpl1	88	6	109	52	18	84	55	85	43	126	
Mtap7d3	11	0	23	3	0	24	14	31	4	2	
Mrpl9	51	15	77	17	19	28	134	63	21	35	
Esp16	0	0	0	0	0	0	0	5	2	0	
Esp15	0	0	1	0	0	0	0	2	5	1	
Esp18	0	0	0	0	0	2	0	4	2	5	
Gm2762	0	2	0	0	0	9	13	41	16	7	
Rabac1	44	29	92	87	7	0	66	18	7	49	
4930455C13Rik	1	0	5	0	0	23	3	10	6	32	
BC055324	3	2	31	15	0	11	3	17	10	14	
Vmn2r80	1	0	0	0	0	3	0	4	8	1	
2610507B11Rik	578	131	1781	554	419	107	1764	180	110	880	
Msx1os	0	0	2	2	0	17	2	13	8	0	
2010001A14Rik	3	0	2	0	4	12	11	13	7	1	
Hira	105	29	152	40	54	39	161	73	40	61	
Gm19619	10	2	5	4	7	48	48	193	115	35	
Gpr75	11	0	3	0	0	0	15	33	11	2	
Mir344g	4	4	0	0	0	0	0	0	0	0	
Mir344e	0	0	0	0	0	0	0	0	0	0	
Mir344b	0	0	0	0	0	0	0	0	0	0	
Mir344c	0	0	0	0	0	1	0	3	0	0	
Wwox	35	8	133	24	27	5	69	34	20	84	
Mir344i	0	0	0	0	0	1	0	0	0	0	
6030408B16Rik	9	11	0	25	12	3	6	17	9	5	
1700011A15Rik	0	4	1	1	0	0	7	11	6	0	
Fgfr1op	60	54	122	7	12	34	67	13	20	84	
Cptp	34	32	109	38	29	27	48	47	21	74	
Ccdc37	34	29	38	4	8	2	5	34	26	6	
Csrnp2	79	86	109	85	53	72	87	55	28	66	
A630012P03Rik	0	2	0	0	1	7	13	5	8	1	
Gins2	2	1	1	11	0	7	13	25	7	28	
Gins3	7	4	48	3	0	4	3	24	12	12	
Gins1	1	0	22	0	0	0	3	1	5	8	
4930470P17Rik	0	0	2	0	1	2	3	24	10	5	
Gins4	56	8	24	34	9	15	10	24	10	1	
Fbf1	151	41	306	74	37	45	124	81	35	20	
Gm136	0	0	2	0	0	3	2	14	4	0	
Pdzk1	0	1	1	1	0	7	0	11	7	3	
AA413626	6	0	0	0	0	0	2	1	0	0	
Asna1	57	18	57	19	34	22	70	31	13	90	
Tmem181c-ps	7	8	19	0	4	10	5	22	19	7	
Ccnb1ip1	0	0	0	1	0	1	12	14	10	0	
Galk1	38	11	37	5	12	6	9	17	17	11	
Galk2	50	62	153	34	51	32	35	26	15	24	
4930545H06Rik	1	0	0	0	0	0	0	3	0	1	
9330133O14Rik	24	14	20	45	6	17	65	52	31	11	
Rbmx2	3	21	28	0	0	32	43	27	10	35	
Adprh	68	46	168	60	35	11	13	12	8	54	
Adprm	33	9	22	43	12	7	16	16	3	2	
Cryz	13	1	2	15	2	10	40	13	11	1	
Crym	0	3	3	0	0	3	4	12	2	0	
Aasdh	23	8	30	40	1	36	75	70	53	28	
4930444P10Rik	3248	1336	2100	2163	1209	367	421	234	174	770	
Lrwd1	25	4	29	30	44	12	104	26	10	37	
Toporsos	7	0	19	9	33	0	2	5	6	0	
Kdm6a	156	53	203	80	61	33	190	60	28	161	
Hmga2-ps1	44	9	86	17	12	8	8	17	15	22	
Fem1b	348	125	958	243	115	71	212	98	37	112	
Fem1c	56	6	224	46	57	12	54	39	17	91	
Fem1a	87	21	203	142	76	93	88	112	72	91	
Ces3b	0	0	0	0	0	0	1	11	7	2	
Ces3a	0	2	2	0	0	3	1	8	13	8	
Cry1	56	12	155	71	26	7	79	24	12	2	
Cry2	143	39	369	173	78	55	122	41	39	50	
Rhox3e	0	0	0	0	0	0	0	0	0	0	
Rhox3f	0	0	0	0	0	0	0	2	6	0	
Rhox3g	0	0	0	0	0	1	0	5	0	0	
Rhox3a	0	0	1	0	0	0	10	4	0	0	
Rhox3c	0	0	0	0	0	0	0	0	0	0	
Rhox3h	0	0	0	0	1	3	1	10	4	3	
9530080O11Rik	0	0	0	0	0	38	10	16	12	0	
Pcgf1	0	0	24	3	0	0	13	10	2	1	
4930549G23Rik	1	0	1	0	1	0	0	8	1	2	
Pcgf3	156	38	453	227	66	49	340	71	33	256	
Pcgf2	90	26	184	70	102	16	63	41	19	22	
Pcgf5	4	23	75	7	26	2	42	9	3	44	
Pcgf6	15	6	6	4	1	3	60	23	3	14	
Ccndbp1	68	1	136	55	32	6	53	22	5	42	
Bend6	3	0	2	0	2	21	16	34	24	4	
Bend7	49	43	214	80	64	9	10	31	14	3	
Bend4	23	35	25	62	6	42	39	51	29	50	
Bend5	0	0	13	0	0	3	0	14	5	7	
Bend3	14	13	90	16	2	55	137	98	45	26	
Sfi1	155	219	350	161	96	276	438	952	448	223	
4933430M04Rik	0	0	0	0	0	1	0	3	2	0	
Olfr1349	0	0	3	0	1	2	0	12	4	0	
Olfr1348	0	0	0	0	0	15	5	4	2	2	
Gdi2	606	323	1640	469	305	173	1044	183	105	593	
Olfr1344	0	0	0	0	0	0	0	6	5	0	
Olfr1347	0	0	0	0	0	0	6	2	1	0	
Gdi1	198	92	544	233	90	32	136	66	28	84	
Olfr1341	0	1	0	0	0	5	1	15	7	3	
Olfr1340	0	0	0	0	0	2	7	10	12	0	
Olfr1342	0	1	1	0	5	6	5	5	8	3	
H2-Ab1	1266	485	1586	490	285	115	293	101	52	249	
Gm9866	0	0	1	0	0	6	5	23	6	1	
Mir7083	0	0	0	0	0	0	0	0	0	0	
Plekho2	172	99	267	215	54	31	155	119	49	97	
Plekho1	108	36	401	59	48	22	73	43	17	19	
Arg2	5	1	30	0	5	7	3	25	6	0	
Tmem247	0	0	0	1	0	1	0	14	2	0	
Ifnb1	0	0	0	0	0	4	5	10	1	0	
Tmem242	6	37	145	24	28	2	30	8	14	12	
Bean1	4	0	4	3	0	3	11	26	23	15	
Pa2g4	69	27	360	160	52	47	551	107	54	353	
Prpf8	713	422	2470	868	291	75	1052	237	143	662	
Prpf3	12	18	119	45	9	39	66	39	31	20	
Prpf4	57	35	155	30	6	38	73	72	42	110	
Prpf6	147	11	467	82	24	27	245	76	30	65	
Ninl	2	6	108	20	0	20	32	42	25	17	
Hdac7	686	199	807	356	240	72	446	125	78	152	
Mical1	145	27	223	83	54	9	37	48	19	61	
Mical2	651	471	1396	573	325	112	379	107	43	105	
Mical3	183	106	675	235	148	156	661	198	176	371	
Gm904	0	1	9	0	8	0	2	23	3	5	
Uso1	155	141	902	120	92	53	335	80	47	485	
Gm906	1	0	1	2	3	8	6	35	25	2	
Abhd16b	0	0	1	0	1	1	5	16	4	2	
Abhd16a	143	23	193	179	26	26	99	39	10	12	
Acox2	11	2	71	2	10	1	14	26	15	35	
Acox3	122	89	159	99	13	25	193	76	31	49	
Acox1	329	140	614	237	163	86	368	96	77	364	
Pnmal2	15	26	28	22	2	7	34	73	38	3	
Pnmal1	1	1	1	1	0	3	2	29	9	15	
Fry	325	204	597	433	159	170	365	182	121	212	
Sdhaf1	19	24	38	3	7	6	84	19	3	12	
Sdhaf2	41	43	196	63	13	10	30	43	28	11	
Sdhaf3	6	0	0	0	0	0	1	0	0	0	
Sdhaf4	15	34	12	21	6	2	25	7	4	16	
4930527G23Rik	0	0	0	0	0	8	0	0	2	1	
Btbd19	28	18	59	23	5	18	60	54	32	28	
Btbd18	2	1	2	3	0	24	7	62	32	6	
Zscan25	15	1	80	2	5	25	52	25	23	11	
Btbd17	0	2	1	2	3	0	3	12	14	6	
Btbd16	0	1	6	4	2	43	32	85	61	10	
Btbd11	13	4	3	5	12	13	58	83	25	35	
Btbd10	14	11	44	9	4	12	20	29	17	5	
Zscan22	65	19	92	78	10	33	74	76	40	39	
Lmf2	124	43	236	164	64	10	81	48	31	120	
Lmf1	39	8	14	8	10	17	83	31	19	56	
Acoxl	38	53	104	156	60	2	11	39	16	4	
1700037C18Rik	7	1	17	4	0	0	2	14	8	0	
Tmco1	746	512	1455	860	446	593	907	502	282	369	
Tmco2	0	0	2	0	0	8	0	2	1	0	
Tmco3	27	42	81	43	36	38	144	142	89	75	
Tmco4	8	12	39	18	35	45	108	62	29	18	
Tmco5	0	0	0	0	0	2	0	14	4	1	
Tmco6	13	0	70	3	5	9	38	14	8	1	
Zmat1	27	12	110	57	18	11	7	35	9	33	
Zmat3	364	244	537	581	362	204	802	140	114	438	
Zmat2	183	41	488	112	63	21	215	73	29	113	
Zmat5	6	13	13	17	13	9	0	7	0	0	
Zmat4	3	0	15	12	22	7	10	36	25	7	
Ankrd45	3	5	27	4	13	27	59	25	20	9	
Ankrd44	493	313	1161	569	342	25	80	45	25	108	
Ankrd46	113	50	326	305	38	53	78	28	17	9	
Pom121	248	128	399	169	86	131	412	127	63	275	
Ankrd40	657	142	1397	438	365	117	284	110	64	75	
1810062O18Rik	0	0	0	0	0	0	1	1	4	1	
Ankrd49	7	35	62	17	1	18	48	17	5	0	
Cyb561d1	53	37	90	19	8	37	98	42	28	12	
Cyb561d2	7	15	25	3	19	8	12	21	8	3	
D030024E09Rik	0	0	0	0	1	24	3	9	19	0	
Rnf167	130	33	251	103	45	21	70	32	19	83	
Rnf166	79	43	203	30	24	30	85	23	12	78	
Rnf165	555	425	281	814	399	221	176	174	103	240	
Rnf169	235	63	321	180	27	146	469	120	61	207	
Rnf168	96	20	365	12	75	60	222	166	137	91	
Eaf1	118	72	301	103	50	45	196	60	36	82	
Eaf2	17	21	17	17	35	91	101	307	183	29	
Rad51d	16	39	95	53	12	76	147	167	115	138	
Rad51c	1	2	8	6	2	12	2	32	15	5	
Rad51b	1	1	28	0	3	7	223	52	23	5	
Olfr1101	0	0	0	0	0	1	0	0	1	0	
Zfp235	24	7	35	13	7	18	17	53	17	27	
Zfp236	357	63	496	177	45	42	217	188	59	95	
Zfp239	0	0	6	1	2	14	20	40	10	2	
Fibin	68	14	193	54	28	16	13	13	4	3	
Olfr259	0	0	0	0	0	2	0	13	9	0	
Wdr20rt	2	0	1	0	1	7	6	31	9	3	
Olfr251	0	0	0	0	0	0	0	0	0	0	
Olfr250	0	0	0	0	0	0	0	0	0	0	
